timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G)
1522508905.180121,0.021314,0.376509,-0.026961,-0.033403,-0.004429,0.016838,0.019820,-0.367676,-0.929743,-0.004424,-0.010238,0.019647
1522508905.200171,0.021611,0.375872,-0.026948,-0.013693,0.011594,-0.003396,0.020100,-0.367084,-0.929971,-0.005406,0.013141,0.018426
1522508905.220222,0.022065,0.376160,-0.027255,0.041968,0.018166,-0.014664,0.020521,-0.367351,-0.929856,-0.012083,0.014309,0.010941
1522508905.240272,0.022678,0.376929,-0.027705,0.037645,0.027725,-0.024402,0.021085,-0.368067,-0.929560,-0.018216,-0.001211,-0.000631
1522508905.260322,0.023460,0.377559,-0.027775,-0.035734,0.042550,0.024037,0.021806,-0.368653,-0.929311,0.000518,-0.078643,0.027059
1522508905.280341,0.024112,0.370677,-0.026631,-0.478479,0.064426,0.024928,0.022472,-0.362247,-0.931811,-0.048550,-0.053708,0.017840
1522508905.300391,0.024941,0.361798,-0.025811,-0.341105,0.067062,0.026253,0.023324,-0.353956,-0.934971,0.005653,0.047560,0.012410
1522508905.320441,0.025723,0.360353,-0.025242,0.031909,0.054503,0.012855,0.024068,-0.352605,-0.935463,0.010875,0.058904,-0.007973
1522508905.340491,0.026231,0.362761,-0.025135,0.046257,0.020349,-0.002868,0.024521,-0.354857,-0.934599,0.003463,-0.007432,-0.024523
1522508905.360541,0.025451,0.363118,-0.025047,-0.075818,-0.014237,0.002555,0.023789,-0.355191,-0.934491,0.007522,-0.014362,-0.010486
1522508905.380591,0.024786,0.360343,-0.024833,-0.154258,-0.031612,-0.002387,0.023192,-0.352595,-0.935488,0.017625,-0.004125,-0.000120
1522508905.400611,0.024554,0.356504,-0.025047,-0.137837,-0.020923,-0.017274,0.023008,-0.349001,-0.936840,0.006442,0.007341,0.003063
1522508905.420661,0.024398,0.353854,-0.025378,-0.113858,-0.011238,-0.019241,0.022884,-0.346516,-0.937765,0.009556,0.003407,-0.000849
1522508905.440720,0.024746,0.352764,-0.025835,-0.032217,0.015783,-0.006819,0.023220,-0.345493,-0.938134,-0.000683,0.011112,0.005257
1522508905.460770,0.025421,0.353057,-0.026046,0.019048,0.014896,-0.009519,0.023851,-0.345768,-0.938017,0.010481,0.005619,0.001371
1522508905.480820,0.025670,0.353852,-0.026137,0.050609,0.001179,0.005851,0.024077,-0.346513,-0.937736,0.004015,-0.006895,0.004905
1522508905.500870,0.025598,0.355249,-0.025870,0.074520,-0.013622,0.024367,0.023997,-0.347824,-0.937253,-0.001780,-0.007096,0.008252
1522508905.520890,0.024977,0.355975,-0.025267,0.030971,-0.029809,0.019745,0.023409,-0.348504,-0.937015,0.004134,0.003412,0.002719
1522508905.540940,0.024904,0.356899,-0.024902,0.043867,0.019379,0.032438,0.023332,-0.349370,-0.936694,-0.022127,0.010869,-0.001294
1522508905.560990,0.024794,0.355997,-0.024105,-0.131744,-0.008947,0.053363,0.023237,-0.348525,-0.937011,0.001451,-0.031388,-0.017289
1522508905.581040,0.024479,0.353701,-0.023360,-0.054139,0.005099,0.016576,0.022961,-0.346372,-0.937816,-0.009350,0.037336,-0.002446
1522508905.601090,0.024903,0.355281,-0.023190,0.124666,0.021749,0.012878,0.023346,-0.347854,-0.937258,0.002137,0.037902,-0.017973
1522508905.621140,0.024694,0.358531,-0.023110,0.228464,-0.030226,-0.002936,0.023121,-0.350899,-0.936128,0.020290,0.047951,-0.015990
1522508905.641159,0.023611,0.364385,-0.022146,0.200668,-0.026855,0.085622,0.022059,-0.356375,-0.934083,-0.008631,-0.074503,-0.014037
